geometry,label,date,tile_number,id,location_id,image_dir,raster_count
"[[[34.761321, -19.588609], [34.761825, -19.634857], [34.810635, -19.634372], [34.810117, -19.588125], [34.761321, -19.588609]]]",1,2019-04-16,-115,sen12floods_s2_labels_0141_2019_04_16,141,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0141_2019_04_16,12
"[[[34.761321, -19.588609], [34.761825, -19.634857], [34.810635, -19.634372], [34.810117, -19.588125], [34.761321, -19.588609]]]",1,2019-04-21,-115,sen12floods_s2_labels_0141_2019_04_21,141,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0141_2019_04_21,12
"[[[34.858912, -19.587629], [34.859444, -19.633874], [34.908251, -19.633363], [34.907706, -19.587119], [34.858912, -19.587629]]]",1,2019-03-12,-113,sen12floods_s2_labels_0143_2019_03_12,143,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0143_2019_03_12,12
"[[[34.858912, -19.587629], [34.859444, -19.633874], [34.908251, -19.633363], [34.907706, -19.587119], [34.858912, -19.587629]]]",1,2019-04-01,-113,sen12floods_s2_labels_0143_2019_04_01,143,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0143_2019_04_01,12
"[[[34.858912, -19.587629], [34.859444, -19.633874], [34.908251, -19.633363], [34.907706, -19.587119], [34.858912, -19.587629]]]",1,2019-04-06,-113,sen12floods_s2_labels_0143_2019_04_06,143,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0143_2019_04_06,12
"[[[34.858912, -19.587629], [34.859444, -19.633874], [34.908251, -19.633363], [34.907706, -19.587119], [34.858912, -19.587629]]]",1,2019-04-16,-113,sen12floods_s2_labels_0143_2019_04_16,143,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0143_2019_04_16,12
"[[[34.858912, -19.587629], [34.859444, -19.633874], [34.908251, -19.633363], [34.907706, -19.587119], [34.858912, -19.587629]]]",1,2019-04-21,-113,sen12floods_s2_labels_0143_2019_04_21,143,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0143_2019_04_21,12
"[[[34.907706, -19.587119], [34.908251, -19.633363], [34.957057, -19.632839], [34.956498, -19.586596], [34.907706, -19.587119]]]",1,2019-03-12,-112,sen12floods_s2_labels_0144_2019_03_12,144,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0144_2019_03_12,12
"[[[34.907706, -19.587119], [34.908251, -19.633363], [34.957057, -19.632839], [34.956498, -19.586596], [34.907706, -19.587119]]]",1,2019-04-01,-112,sen12floods_s2_labels_0144_2019_04_01,144,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0144_2019_04_01,12
"[[[34.907706, -19.587119], [34.908251, -19.633363], [34.957057, -19.632839], [34.956498, -19.586596], [34.907706, -19.587119]]]",1,2019-04-06,-112,sen12floods_s2_labels_0144_2019_04_06,144,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0144_2019_04_06,12
"[[[34.907706, -19.587119], [34.908251, -19.633363], [34.957057, -19.632839], [34.956498, -19.586596], [34.907706, -19.587119]]]",1,2019-04-16,-112,sen12floods_s2_labels_0144_2019_04_16,144,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0144_2019_04_16,12
"[[[34.907706, -19.587119], [34.908251, -19.633363], [34.957057, -19.632839], [34.956498, -19.586596], [34.907706, -19.587119]]]",1,2019-04-21,-112,sen12floods_s2_labels_0144_2019_04_21,144,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0144_2019_04_21,12
"[[[34.713013, -19.635328], [34.713504, -19.681577], [34.76233, -19.681104], [34.761825, -19.634857], [34.713013, -19.635328]]]",1,2019-03-12,-111,sen12floods_s2_labels_0145_2019_03_12,145,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0145_2019_03_12,12
"[[[34.713013, -19.635328], [34.713504, -19.681577], [34.76233, -19.681104], [34.761825, -19.634857], [34.713013, -19.635328]]]",1,2019-04-06,-111,sen12floods_s2_labels_0145_2019_04_06,145,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0145_2019_04_06,12
"[[[34.713013, -19.635328], [34.713504, -19.681577], [34.76233, -19.681104], [34.761825, -19.634857], [34.713013, -19.635328]]]",1,2019-04-16,-111,sen12floods_s2_labels_0145_2019_04_16,145,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0145_2019_04_16,12
"[[[34.761825, -19.634857], [34.76233, -19.681104], [34.811154, -19.680618], [34.810635, -19.634372], [34.761825, -19.634857]]]",1,2019-03-12,-110,sen12floods_s2_labels_0146_2019_03_12,146,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0146_2019_03_12,12
"[[[34.761825, -19.634857], [34.76233, -19.681104], [34.811154, -19.680618], [34.810635, -19.634372], [34.761825, -19.634857]]]",1,2019-04-01,-110,sen12floods_s2_labels_0146_2019_04_01,146,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0146_2019_04_01,12
"[[[34.761825, -19.634857], [34.76233, -19.681104], [34.811154, -19.680618], [34.810635, -19.634372], [34.761825, -19.634857]]]",1,2019-04-06,-110,sen12floods_s2_labels_0146_2019_04_06,146,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0146_2019_04_06,12
"[[[34.761825, -19.634857], [34.76233, -19.681104], [34.811154, -19.680618], [34.810635, -19.634372], [34.761825, -19.634857]]]",1,2019-04-16,-110,sen12floods_s2_labels_0146_2019_04_16,146,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0146_2019_04_16,12
"[[[34.761825, -19.634857], [34.76233, -19.681104], [34.811154, -19.680618], [34.810635, -19.634372], [34.761825, -19.634857]]]",1,2019-04-21,-110,sen12floods_s2_labels_0146_2019_04_21,146,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0146_2019_04_21,12
"[[[34.810635, -19.634372], [34.811154, -19.680618], [34.859977, -19.680119], [34.859444, -19.633874], [34.810635, -19.634372]]]",1,2019-03-12,-109,sen12floods_s2_labels_0147_2019_03_12,147,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0147_2019_03_12,12
"[[[34.810635, -19.634372], [34.811154, -19.680618], [34.859977, -19.680119], [34.859444, -19.633874], [34.810635, -19.634372]]]",1,2019-04-01,-109,sen12floods_s2_labels_0147_2019_04_01,147,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0147_2019_04_01,12
"[[[34.810635, -19.634372], [34.811154, -19.680618], [34.859977, -19.680119], [34.859444, -19.633874], [34.810635, -19.634372]]]",1,2019-04-06,-109,sen12floods_s2_labels_0147_2019_04_06,147,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0147_2019_04_06,12
"[[[34.810635, -19.634372], [34.811154, -19.680618], [34.859977, -19.680119], [34.859444, -19.633874], [34.810635, -19.634372]]]",1,2019-04-16,-109,sen12floods_s2_labels_0147_2019_04_16,147,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0147_2019_04_16,12
"[[[34.810635, -19.634372], [34.811154, -19.680618], [34.859977, -19.680119], [34.859444, -19.633874], [34.810635, -19.634372]]]",1,2019-04-21,-109,sen12floods_s2_labels_0147_2019_04_21,147,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0147_2019_04_21,12
"[[[34.859444, -19.633874], [34.859977, -19.680119], [34.908799, -19.679607], [34.908251, -19.633363], [34.859444, -19.633874]]]",1,2019-03-12,-108,sen12floods_s2_labels_0148_2019_03_12,148,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0148_2019_03_12,12
"[[[34.859444, -19.633874], [34.859977, -19.680119], [34.908799, -19.679607], [34.908251, -19.633363], [34.859444, -19.633874]]]",1,2019-04-01,-108,sen12floods_s2_labels_0148_2019_04_01,148,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0148_2019_04_01,12
"[[[34.859444, -19.633874], [34.859977, -19.680119], [34.908799, -19.679607], [34.908251, -19.633363], [34.859444, -19.633874]]]",1,2019-04-06,-108,sen12floods_s2_labels_0148_2019_04_06,148,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0148_2019_04_06,12
"[[[34.859444, -19.633874], [34.859977, -19.680119], [34.908799, -19.679607], [34.908251, -19.633363], [34.859444, -19.633874]]]",1,2019-04-16,-108,sen12floods_s2_labels_0148_2019_04_16,148,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0148_2019_04_16,12
"[[[34.859444, -19.633874], [34.859977, -19.680119], [34.908799, -19.679607], [34.908251, -19.633363], [34.859444, -19.633874]]]",1,2019-04-21,-108,sen12floods_s2_labels_0148_2019_04_21,148,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0148_2019_04_21,12
"[[[34.908251, -19.633363], [34.908799, -19.679607], [34.957618, -19.679081], [34.957057, -19.632839], [34.908251, -19.633363]]]",1,2019-03-12,-107,sen12floods_s2_labels_0149_2019_03_12,149,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0149_2019_03_12,12
"[[[34.908251, -19.633363], [34.908799, -19.679607], [34.957618, -19.679081], [34.957057, -19.632839], [34.908251, -19.633363]]]",1,2019-04-01,-107,sen12floods_s2_labels_0149_2019_04_01,149,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0149_2019_04_01,12
"[[[34.908251, -19.633363], [34.908799, -19.679607], [34.957618, -19.679081], [34.957057, -19.632839], [34.908251, -19.633363]]]",1,2019-04-06,-107,sen12floods_s2_labels_0149_2019_04_06,149,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0149_2019_04_06,12
"[[[34.908251, -19.633363], [34.908799, -19.679607], [34.957618, -19.679081], [34.957057, -19.632839], [34.908251, -19.633363]]]",1,2019-04-16,-107,sen12floods_s2_labels_0149_2019_04_16,149,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0149_2019_04_16,12
"[[[34.908251, -19.633363], [34.908799, -19.679607], [34.957618, -19.679081], [34.957057, -19.632839], [34.908251, -19.633363]]]",1,2019-04-21,-107,sen12floods_s2_labels_0149_2019_04_21,149,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0149_2019_04_21,12
"[[[34.713504, -19.681577], [34.713997, -19.727825], [34.762837, -19.727352], [34.76233, -19.681104], [34.713504, -19.681577]]]",1,2019-03-12,-106,sen12floods_s2_labels_0150_2019_03_12,150,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0150_2019_03_12,12
"[[[34.713504, -19.681577], [34.713997, -19.727825], [34.762837, -19.727352], [34.76233, -19.681104], [34.713504, -19.681577]]]",1,2019-04-01,-106,sen12floods_s2_labels_0150_2019_04_01,150,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0150_2019_04_01,12
"[[[34.713504, -19.681577], [34.713997, -19.727825], [34.762837, -19.727352], [34.76233, -19.681104], [34.713504, -19.681577]]]",1,2019-04-06,-106,sen12floods_s2_labels_0150_2019_04_06,150,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0150_2019_04_06,12
"[[[34.713504, -19.681577], [34.713997, -19.727825], [34.762837, -19.727352], [34.76233, -19.681104], [34.713504, -19.681577]]]",1,2019-04-16,-106,sen12floods_s2_labels_0150_2019_04_16,150,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0150_2019_04_16,12
"[[[34.713504, -19.681577], [34.713997, -19.727825], [34.762837, -19.727352], [34.76233, -19.681104], [34.713504, -19.681577]]]",1,2019-04-21,-106,sen12floods_s2_labels_0150_2019_04_21,150,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0150_2019_04_21,12
"[[[34.76233, -19.681104], [34.762837, -19.727352], [34.811675, -19.726864], [34.811154, -19.680618], [34.76233, -19.681104]]]",1,2019-03-12,-105,sen12floods_s2_labels_0151_2019_03_12,151,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0151_2019_03_12,12
"[[[34.76233, -19.681104], [34.762837, -19.727352], [34.811675, -19.726864], [34.811154, -19.680618], [34.76233, -19.681104]]]",1,2019-04-01,-105,sen12floods_s2_labels_0151_2019_04_01,151,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0151_2019_04_01,12
"[[[34.76233, -19.681104], [34.762837, -19.727352], [34.811675, -19.726864], [34.811154, -19.680618], [34.76233, -19.681104]]]",1,2019-04-06,-105,sen12floods_s2_labels_0151_2019_04_06,151,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0151_2019_04_06,12
"[[[34.76233, -19.681104], [34.762837, -19.727352], [34.811675, -19.726864], [34.811154, -19.680618], [34.76233, -19.681104]]]",1,2019-04-16,-105,sen12floods_s2_labels_0151_2019_04_16,151,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0151_2019_04_16,12
"[[[34.76233, -19.681104], [34.762837, -19.727352], [34.811675, -19.726864], [34.811154, -19.680618], [34.76233, -19.681104]]]",1,2019-04-21,-105,sen12floods_s2_labels_0151_2019_04_21,151,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0151_2019_04_21,12
"[[[34.908799, -19.679607], [34.909347, -19.72585], [34.958181, -19.725323], [34.957618, -19.679081], [34.908799, -19.679607]]]",1,2019-03-12,-102,sen12floods_s2_labels_0154_2019_03_12,154,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0154_2019_03_12,12
"[[[34.908799, -19.679607], [34.909347, -19.72585], [34.958181, -19.725323], [34.957618, -19.679081], [34.908799, -19.679607]]]",1,2019-04-06,-102,sen12floods_s2_labels_0154_2019_04_06,154,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0154_2019_04_06,12
"[[[34.908799, -19.679607], [34.909347, -19.72585], [34.958181, -19.725323], [34.957618, -19.679081], [34.908799, -19.679607]]]",1,2019-04-16,-102,sen12floods_s2_labels_0154_2019_04_16,154,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0154_2019_04_16,12
"[[[34.908799, -19.679607], [34.909347, -19.72585], [34.958181, -19.725323], [34.957618, -19.679081], [34.908799, -19.679607]]]",1,2019-04-21,-102,sen12floods_s2_labels_0154_2019_04_21,154,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0154_2019_04_21,12
"[[[34.811675, -19.726864], [34.812197, -19.77311], [34.861048, -19.772609], [34.860512, -19.726364], [34.811675, -19.726864]]]",1,2019-03-12,-101,sen12floods_s2_labels_0155_2019_03_12,155,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0155_2019_03_12,12
"[[[34.811675, -19.726864], [34.812197, -19.77311], [34.861048, -19.772609], [34.860512, -19.726364], [34.811675, -19.726864]]]",1,2019-04-01,-101,sen12floods_s2_labels_0155_2019_04_01,155,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0155_2019_04_01,12
"[[[34.811675, -19.726864], [34.812197, -19.77311], [34.861048, -19.772609], [34.860512, -19.726364], [34.811675, -19.726864]]]",1,2019-04-06,-101,sen12floods_s2_labels_0155_2019_04_06,155,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0155_2019_04_06,12
"[[[34.811675, -19.726864], [34.812197, -19.77311], [34.861048, -19.772609], [34.860512, -19.726364], [34.811675, -19.726864]]]",1,2019-04-16,-101,sen12floods_s2_labels_0155_2019_04_16,155,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0155_2019_04_16,12
"[[[34.811675, -19.726864], [34.812197, -19.77311], [34.861048, -19.772609], [34.860512, -19.726364], [34.811675, -19.726864]]]",1,2019-04-21,-101,sen12floods_s2_labels_0155_2019_04_21,155,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0155_2019_04_21,12
"[[[34.860512, -19.726364], [34.861048, -19.772609], [34.909898, -19.772094], [34.909347, -19.72585], [34.860512, -19.726364]]]",1,2019-03-12,-100,sen12floods_s2_labels_0156_2019_03_12,156,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0156_2019_03_12,12
"[[[34.860512, -19.726364], [34.861048, -19.772609], [34.909898, -19.772094], [34.909347, -19.72585], [34.860512, -19.726364]]]",1,2019-04-01,-100,sen12floods_s2_labels_0156_2019_04_01,156,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0156_2019_04_01,12
"[[[34.860512, -19.726364], [34.861048, -19.772609], [34.909898, -19.772094], [34.909347, -19.72585], [34.860512, -19.726364]]]",1,2019-04-06,-100,sen12floods_s2_labels_0156_2019_04_06,156,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0156_2019_04_06,12
"[[[34.860512, -19.726364], [34.861048, -19.772609], [34.909898, -19.772094], [34.909347, -19.72585], [34.860512, -19.726364]]]",1,2019-04-16,-100,sen12floods_s2_labels_0156_2019_04_16,156,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0156_2019_04_16,12
"[[[34.860512, -19.726364], [34.861048, -19.772609], [34.909898, -19.772094], [34.909347, -19.72585], [34.860512, -19.726364]]]",1,2019-04-21,-100,sen12floods_s2_labels_0156_2019_04_21,156,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0156_2019_04_21,12
"[[[34.909347, -19.72585], [34.909898, -19.772094], [34.958745, -19.771565], [34.958181, -19.725323], [34.909347, -19.72585]]]",1,2019-03-12,-99,sen12floods_s2_labels_0157_2019_03_12,157,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0157_2019_03_12,12
"[[[34.909347, -19.72585], [34.909898, -19.772094], [34.958745, -19.771565], [34.958181, -19.725323], [34.909347, -19.72585]]]",1,2019-04-01,-99,sen12floods_s2_labels_0157_2019_04_01,157,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0157_2019_04_01,12
"[[[34.909347, -19.72585], [34.909898, -19.772094], [34.958745, -19.771565], [34.958181, -19.725323], [34.909347, -19.72585]]]",1,2019-04-06,-99,sen12floods_s2_labels_0157_2019_04_06,157,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0157_2019_04_06,12
"[[[34.909347, -19.72585], [34.909898, -19.772094], [34.958745, -19.771565], [34.958181, -19.725323], [34.909347, -19.72585]]]",1,2019-04-16,-99,sen12floods_s2_labels_0157_2019_04_16,157,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0157_2019_04_16,12
"[[[34.909347, -19.72585], [34.909898, -19.772094], [34.958745, -19.771565], [34.958181, -19.725323], [34.909347, -19.72585]]]",1,2019-04-21,-99,sen12floods_s2_labels_0157_2019_04_21,157,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0157_2019_04_21,12
"[[[34.861048, -19.772609], [34.861586, -19.818853], [34.910449, -19.818337], [34.909898, -19.772094], [34.861048, -19.772609]]]",1,2019-03-12,-98,sen12floods_s2_labels_0158_2019_03_12,158,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0158_2019_03_12,12
"[[[34.861048, -19.772609], [34.861586, -19.818853], [34.910449, -19.818337], [34.909898, -19.772094], [34.861048, -19.772609]]]",1,2019-04-01,-98,sen12floods_s2_labels_0158_2019_04_01,158,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0158_2019_04_01,12
"[[[34.861048, -19.772609], [34.861586, -19.818853], [34.910449, -19.818337], [34.909898, -19.772094], [34.861048, -19.772609]]]",1,2019-04-06,-98,sen12floods_s2_labels_0158_2019_04_06,158,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0158_2019_04_06,12
"[[[34.861048, -19.772609], [34.861586, -19.818853], [34.910449, -19.818337], [34.909898, -19.772094], [34.861048, -19.772609]]]",1,2019-04-16,-98,sen12floods_s2_labels_0158_2019_04_16,158,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0158_2019_04_16,12
"[[[34.861048, -19.772609], [34.861586, -19.818853], [34.910449, -19.818337], [34.909898, -19.772094], [34.861048, -19.772609]]]",1,2019-04-21,-98,sen12floods_s2_labels_0158_2019_04_21,158,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0158_2019_04_21,12
"[[[34.909898, -19.772094], [34.910449, -19.818337], [34.959311, -19.817807], [34.958745, -19.771565], [34.909898, -19.772094]]]",1,2019-03-12,-97,sen12floods_s2_labels_0159_2019_03_12,159,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0159_2019_03_12,12
"[[[34.909898, -19.772094], [34.910449, -19.818337], [34.959311, -19.817807], [34.958745, -19.771565], [34.909898, -19.772094]]]",1,2019-04-01,-97,sen12floods_s2_labels_0159_2019_04_01,159,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0159_2019_04_01,12
